transaction_id,scenario
TXN_946a51d953,legit
TXN_42212eab49,geo_anomaly
TXN_328d60a00e,legit
TXN_a55e45adbe,legit
TXN_0628172f20,legit
TXN_b17c5fc230,legit
TXN_cc085f084f,legit
TXN_88b1c20440,legit
TXN_32d72755a3,legit
TXN_31fc5c1ac6,legit
TXN_0a961bbf0f,legit
TXN_f7957edf18,legit
TXN_535905317b,legit
TXN_f80c35bdc8,legit
TXN_f44691b253,legit
TXN_55e0c08e2f,legit
TXN_09c64e00aa,legit
TXN_862c642583,legit
TXN_6a34e40845,legit
TXN_56c3cd5f96,legit
TXN_e95e8a0b2a,legit
TXN_0a1d1a8ab6,legit
TXN_cd3ae656eb,legit
TXN_8ccb8f29c7,legit
TXN_062bfa0ff8,legit
TXN_66a342796c,legit
TXN_ff8f8e6bc8,legit
TXN_eaffca9004,legit
TXN_e755030a87,legit
TXN_94467c1ac5,legit
TXN_ede47f508e,legit
TXN_774e54a72a,legit
TXN_486cb7ba2c,legit
TXN_1c8016e96e,legit
TXN_2b601188ca,legit
TXN_340a966c6f,legit
TXN_2afd5a66dc,legit
TXN_d3ebeb6759,legit
TXN_32cf946864,legit
TXN_8a4d66a0f8,legit
TXN_0701e8ab3f,legit
TXN_ea60209490,legit
TXN_a7741d61d4,legit
TXN_30528001ef,legit
TXN_525e13d0bb,legit
TXN_b26f6313bd,legit
TXN_dc2b49efd8,legit
TXN_8f2d0dc4b8,legit
TXN_98a14092d0,legit
TXN_0b7520e34a,legit
TXN_ae3198ee57,legit
TXN_caa639d4a6,legit
TXN_35eb63cd3f,legit
TXN_8cf13c99a8,legit
TXN_d1c24578dc,legit
TXN_b9743c1f11,legit
TXN_4642447d81,legit
TXN_7e8fc392f1,legit
TXN_2a1f1c4604,legit
TXN_83b926ca17,legit
TXN_d65eb298d9,legit
TXN_23cfe62dee,legit
TXN_ae7434f5c3,legit
TXN_6d6467c7fb,legit
TXN_c934593417,legit
TXN_7a761d9432,legit
TXN_ad915603b9,legit
TXN_85901ebe44,legit
TXN_b790ddc539,legit
TXN_1e5f8a02bd,legit
TXN_fbc89a3e8a,legit
TXN_d31d384359,legit
TXN_d26b57c9ab,legit
TXN_0e162f7546,legit
TXN_dff7a383b1,legit
TXN_871c89aff7,legit
TXN_0cd32c7c61,legit
TXN_58295176c4,legit
TXN_479f2b3924,legit
TXN_d9710ca09c,legit
TXN_94344e1a4f,legit
TXN_2894cf064b,legit
TXN_ea4d470592,legit
TXN_c810337c65,legit
TXN_ea0a4b842f,legit
TXN_b325498da9,legit
TXN_9f4cfb0778,legit
TXN_ff892dea4f,legit
TXN_a19f9461d3,legit
TXN_59760f67c1,legit
TXN_f1a6d8ed6a,legit
TXN_32750a34c7,legit
TXN_e691eac2e7,legit
TXN_9388b36d23,legit
TXN_0efb5760dc,legit
TXN_da260ac8dc,legit
TXN_6e54ff294b,legit
TXN_aa848642bb,legit
TXN_069cc372d8,legit
TXN_961b73fe65,legit
TXN_7eb39668ad,legit
TXN_1b3dac5dfc,legit
TXN_b228c34061,legit
TXN_a5db2b74c7,legit
TXN_f0588c5489,legit
TXN_641693c5c3,legit
TXN_dd6f30bca9,legit
TXN_b0972b4584,velocity_attack
TXN_1248d75847,velocity_attack
TXN_54f4cfcd7e,velocity_attack
TXN_bd3cb596cf,velocity_attack
TXN_3951ebf191,velocity_attack
TXN_9c554d42a4,velocity_attack
TXN_0269db2805,velocity_attack
TXN_2aa2c2f777,velocity_attack
TXN_f3c509b2e1,velocity_attack
TXN_5f3becd3ed,velocity_attack
TXN_36191f5226,legit
TXN_2c9f48cb7c,legit
TXN_3f4d61ea89,legit
TXN_d31cfef2ed,legit
TXN_82603cfbfa,legit
TXN_8b310b47fd,legit
TXN_de44cec2a8,legit
TXN_46330a1a79,legit
TXN_2fe24d9373,legit
TXN_33ab68ff41,legit
TXN_7b87c8f6d5,legit
TXN_fda5d849b1,legit
TXN_080fc6839a,legit
TXN_40e0a8af47,legit
TXN_56b84e95b7,legit
TXN_1960a14db1,legit
TXN_170e5b3c2f,legit
TXN_ab0ef42792,legit
TXN_205225407e,legit
TXN_e17e5809a4,legit
TXN_fc7127fb56,legit
TXN_b711aa07c9,legit
TXN_629981f93c,legit
TXN_defd3b0030,legit
TXN_13def5c469,legit
TXN_f7a61f7e14,legit
TXN_9555800662,legit
TXN_fc5cc9ab71,legit
TXN_49dbb1fea9,legit
TXN_b89a389fc3,legit
TXN_a12ef479ad,legit
TXN_809a31ca39,legit
TXN_5b81a9a9b6,legit
TXN_22ef875e46,legit
TXN_4bbd554c91,legit
TXN_c460cb32cf,legit
TXN_a62cfa486d,legit
TXN_d32f159f4c,legit
TXN_2d40127b9a,legit
TXN_8a5a774b5b,legit
TXN_a9e8568639,legit
TXN_d468249e7c,legit
TXN_0739dfea58,legit
TXN_42ffe42f00,legit
TXN_57bc7e2170,legit
TXN_eeb8cd3ef3,legit
TXN_0b3fc052dd,legit
TXN_bfccea0a00,legit
TXN_e55aa12839,legit
TXN_4c84693c51,legit
TXN_d769c3ec65,legit
TXN_7d098b04ab,legit
TXN_1aee8dbeb2,legit
TXN_c32aa8e52d,legit
TXN_257c870115,legit
TXN_0598781965,legit
TXN_67048d62a0,legit
TXN_07876c8b17,legit
TXN_4766a8d8f5,legit
TXN_2247e96c0a,legit
TXN_79d035ada5,legit
TXN_f5f6e4069c,legit
TXN_388279071f,legit
TXN_4218ff6e19,legit
TXN_248dccf522,legit
TXN_f4ef9370e6,legit
TXN_20b364041f,legit
TXN_83069f8dd8,legit
TXN_f7ce2b4bc4,legit
TXN_28b468811f,legit
TXN_73f4cfaceb,legit
TXN_a94fbd42e0,legit
TXN_6820bb195a,legit
TXN_c3f403da5e,legit
TXN_ef07c12234,legit
TXN_1183af7882,legit
TXN_b144503997,legit
TXN_345d828d9a,legit
TXN_5bbf93e847,legit
TXN_005a12d7e8,legit
TXN_3be054804b,legit
TXN_fa6bf77c03,legit
TXN_360ffe8580,legit
TXN_4e27851d26,legit
TXN_ff67248247,legit
TXN_d7cdff9913,legit
TXN_dacc5416e4,legit
TXN_35ce199b18,legit
TXN_a5d1673375,legit
TXN_44fbeba125,legit
TXN_a854f2ad04,legit
TXN_f96534582a,legit
TXN_6e7f730e43,legit
TXN_2c6c7949a1,legit
TXN_aa4c3a39a0,legit
TXN_903034435e,legit
TXN_08d04cfe59,legit
TXN_7bd7e24aeb,legit
TXN_3a57c05ecf,legit
TXN_100e80e6e7,legit
TXN_6945210f46,card_testing
TXN_007fd68809,card_testing
TXN_ce314ed3d8,card_testing
TXN_6a8319b19b,card_testing
TXN_9ec8e8d4a5,card_testing
TXN_37f4a52856,legit
TXN_61d481a0d7,card_testing
TXN_0bc6567b57,card_testing
TXN_1eaa038fa9,card_testing
TXN_6496123482,card_testing
TXN_c39510e428,legit
TXN_e2a462f0fa,legit
TXN_79f9d3e198,card_testing
TXN_70914e3eaa,legit
TXN_fb94d20e68,legit
TXN_ae7595f392,legit
TXN_c01c0e586a,legit
TXN_2b6cc6261a,legit
TXN_2003325be5,legit
TXN_b3482cf76d,legit
TXN_da4ab0b600,legit
TXN_57bfa90526,legit
TXN_875bbb0f72,legit
TXN_9e34721455,legit
TXN_38fc51238b,legit
TXN_6d0939fad5,legit
TXN_31a9571c0c,legit
TXN_b37d2bdf9b,legit
TXN_abf04015bd,legit
TXN_6ff1c63d2a,legit
TXN_716a9322cd,legit
TXN_20a6253146,legit
TXN_2595ca2228,legit
TXN_c862c48b0a,legit
TXN_63dea206ea,legit
TXN_e5214af4b0,legit
TXN_2822c8b5db,legit
TXN_18b90f30bc,legit
TXN_a34e0d541c,legit
TXN_79907ef91d,legit
TXN_5d0425fdf2,legit
TXN_47aabe06ec,legit
TXN_fbff6f3969,legit
TXN_7b32a2c218,legit
TXN_64a7f18519,legit
TXN_9e502405ad,legit
TXN_3bd5b0befd,legit
TXN_21e8bf4bc2,legit
TXN_d66b407a0f,legit
TXN_31be795370,legit
TXN_38278aff6d,legit
TXN_65956e6f15,legit
TXN_80acd08e83,legit
TXN_8b0cf7c38a,legit
TXN_3c33770163,legit
TXN_a2a6373048,legit
TXN_83222f5869,legit
TXN_13b24353ae,legit
TXN_741b3f9056,legit
TXN_c0868a5f70,legit
TXN_36724e15fb,legit
TXN_b9ee7dc0fb,legit
TXN_69a0625e40,legit
TXN_6181b283ee,legit
TXN_8b546e769e,legit
TXN_e464878d54,legit
TXN_3aa5296bfa,legit
TXN_3bb45fb345,legit
TXN_a7d7ab3897,legit
TXN_0958df018f,legit
TXN_08eb0c8d0f,legit
TXN_f5c1d66ef8,legit
TXN_32a015bbdc,legit
TXN_87c794b7f1,legit
TXN_2bd2fb23e9,legit
TXN_9aff3ef0d0,legit
TXN_9c06c83395,legit
TXN_c9678bd0c0,legit
TXN_7208e7e47d,legit
TXN_d5c6dfdec3,legit
TXN_fc13e8e16a,legit
TXN_bbf0508e56,legit
TXN_1fd86f031e,legit
TXN_1b44f5b945,legit
TXN_ee16859625,legit
TXN_8ff871aadf,legit
TXN_2f77713d00,legit
TXN_5a0cca069c,legit
TXN_abd7c408d4,legit
TXN_1b849b9ca3,legit
TXN_70720ce987,legit
TXN_6c442bf28b,legit
TXN_14a8dd75f4,legit
TXN_d1f6b091e9,legit
TXN_ecdec420c7,legit
TXN_04a39e42c6,legit
TXN_52294d907b,geo_anomaly
TXN_992aaed730,legit
TXN_94e2d53f88,legit
TXN_0d5a5ba8a2,legit
TXN_d7f5b6e5ce,legit
TXN_d3212f24b9,legit
TXN_e9f71b6a96,legit
TXN_2aba1df978,legit
TXN_8143459f79,legit
TXN_a008a15e36,legit
TXN_5735a8d00a,legit
TXN_3d7fd40835,legit
TXN_31b58aedec,legit
TXN_7c0bac27e6,legit
TXN_14d9a9453e,legit
TXN_37d525d9e1,legit
TXN_c4461b6ecf,legit
TXN_a097fa12de,legit
TXN_52bb4a4816,legit
TXN_269c00a893,legit
TXN_9ee98868f9,legit
TXN_fda1daf1a4,legit
TXN_68731fca26,legit
TXN_1f9e5a7770,legit
TXN_1a10508875,velocity_attack
TXN_eccde1e70e,legit
TXN_73533ba6da,legit
TXN_791961cdf0,velocity_attack
TXN_241a834b98,velocity_attack
TXN_ef59882a5f,velocity_attack
TXN_e7dba47252,velocity_attack
TXN_12157bab47,velocity_attack
TXN_14623fcc1c,velocity_attack
TXN_7b33201d9f,legit
TXN_b6aaa24573,legit
TXN_47b839bf64,legit
TXN_7fbaa97455,legit
TXN_31158f6d93,legit
TXN_36c85986cd,legit
TXN_3f82cf6e0e,legit
TXN_902350fb24,legit
TXN_55a189baef,legit
TXN_485636db64,legit
TXN_b91d2a5410,legit
TXN_89471decdf,legit
TXN_24c1e53e73,legit
TXN_24d7fc35da,legit
TXN_2504159d7d,legit
TXN_9891b528b1,legit
TXN_997e49f9af,legit
TXN_af525b3c11,legit
TXN_16359fe111,legit
TXN_9e7e51baa3,legit
TXN_0db2364a29,legit
TXN_d405e598a6,legit
TXN_64b4ab1650,legit
TXN_5db698d134,legit
TXN_4a4046936d,legit
TXN_8291b92186,legit
TXN_ddf3f53d06,legit
TXN_625a79a4da,legit
TXN_2ddb4afb7d,legit
TXN_18c0d318f4,legit
TXN_37d52f7cef,legit
TXN_81b84e3c35,legit
TXN_d6d08b75a8,legit
TXN_7c30962443,legit
TXN_ff8de4df89,legit
TXN_5b173b7f9a,legit
TXN_6cc1af05af,legit
TXN_a5d1662f3c,legit
TXN_2b83402dd5,legit
TXN_f21e37a3d4,legit
TXN_65d56443aa,legit
TXN_9d59dffce1,legit
TXN_9faee0e215,legit
TXN_7f1cc40be1,legit
TXN_d2551dc3e9,legit
TXN_356ecd1581,legit
TXN_00afb59df1,legit
TXN_ea2ee1ee09,legit
TXN_4dd650be59,legit
TXN_5c4b5977b3,legit
TXN_0ad83814e6,legit
TXN_f6807e5081,legit
TXN_6158358663,legit
TXN_427be7faa3,legit
TXN_c22cbb7260,legit
TXN_35167cea33,legit
TXN_884c29b491,legit
TXN_cd8e1d8196,legit
TXN_acd046ba3e,legit
TXN_af6615fa8b,legit
TXN_3f933844e8,legit
TXN_1fdc9c8111,legit
TXN_b8d1686ee8,legit
TXN_ff485e14ba,legit
TXN_be7197c1e1,legit
TXN_fb6b8b4c2a,legit
TXN_4899ca130c,legit
TXN_5117df991b,legit
TXN_98c03d4238,legit
TXN_df0f68e211,legit
TXN_93d62c1ed1,legit
TXN_952da28204,legit
TXN_a7b8c7738e,legit
TXN_dff4ff50d6,legit
TXN_b1833b75b8,legit
TXN_be786ede45,account_takeover
TXN_251ec005ef,legit
TXN_768eb36132,account_takeover
TXN_312179e251,legit
TXN_6d11425c4a,legit
TXN_42fff55859,account_takeover
TXN_d2e2cb62a7,legit
TXN_49a8d6a597,legit
TXN_ba3cdf70f6,legit
TXN_db19c3a1c0,legit
TXN_9cca5802e1,legit
TXN_b1b99f4206,legit
TXN_4ca7486801,legit
TXN_a1b5496deb,legit
TXN_1dd9a8e4bf,legit
TXN_f21ce82844,legit
TXN_2a7c0d68a1,legit
TXN_b224ec46a8,legit
TXN_12064b7f4f,legit
TXN_b6f7ce9ef5,legit
TXN_f258fe5648,legit
TXN_774c57655b,legit
TXN_92d0b4dd7a,legit
TXN_fc576a6248,legit
TXN_12f03063d9,legit
TXN_c4a53c2826,legit
TXN_fd71ee30a7,legit
TXN_5edaa3f8bd,legit
TXN_152140fbb7,legit
TXN_aa4a54986f,legit
TXN_1038907243,legit
TXN_b06c8c164b,legit
TXN_ddb2b3f894,legit
TXN_4f7335858d,legit
TXN_a84da22fde,legit
TXN_e051f8c662,legit
TXN_2b2363d699,legit
TXN_7cb0e86505,legit
TXN_28ec22ff51,legit
TXN_27eb058234,legit
TXN_7d8ec51711,legit
TXN_281248be1c,legit
TXN_94e99ebace,legit
TXN_8e98cfdbfe,legit
TXN_733fffcdf9,legit
TXN_d7359491c3,legit
TXN_704c9b0921,legit
TXN_35d8ea647f,legit
TXN_83f4b42aff,legit
TXN_0a9771befc,legit
TXN_413cb36b2c,legit
TXN_22692bf2cf,legit
TXN_e13f8152ed,legit
TXN_7581618762,legit
TXN_9ec4b453f8,legit
TXN_2751ea4f8c,legit
TXN_5e880ca9b9,legit
TXN_ce8996fb4f,legit
TXN_fb22ee828b,legit
TXN_336f78e8dc,legit
TXN_e061058be9,legit
TXN_7d7b76ef51,legit
TXN_63fd1c1ce8,legit
TXN_942b6ed981,legit
TXN_8f80fab952,legit
TXN_d203fe04ec,legit
TXN_d300a1424a,legit
TXN_95bbb7db1f,legit
TXN_5e83ce3446,legit
TXN_6fea20c0cc,legit
TXN_0f1ad70059,legit
TXN_71e76cba86,legit
TXN_76f1cec0b0,legit
TXN_010d6fded3,legit
TXN_fb27c1093f,legit
TXN_47d2a5044e,legit
TXN_fef2440b76,legit
TXN_5c229b45a3,legit
TXN_e9c294adb2,legit
TXN_75f35210a2,legit
TXN_2206451e26,legit
TXN_52fcaf5b37,legit
TXN_e059a1e539,legit
TXN_74f7e99e15,legit
TXN_e5753daace,legit
TXN_1ea6032b24,legit
TXN_a10bf1414d,legit
TXN_0510b2a61d,legit
TXN_ca86116f12,legit
TXN_5969dd8869,legit
TXN_b7533292ea,legit
TXN_0f5710eae9,legit
TXN_73fcf91bcd,legit
TXN_2d16ab6cf1,legit
TXN_e44888df51,legit
TXN_4e14adabb7,legit
TXN_293118f516,legit
TXN_de3ccebfe9,legit
TXN_bcf7736002,legit
TXN_0e7205cf14,legit
TXN_abd6ea32d2,legit
TXN_886eeaa06d,legit
TXN_6cefe6283a,legit
TXN_5580a6c62b,legit
TXN_a47e56c398,legit
TXN_f3bb65e953,legit
TXN_53316db221,legit
TXN_09d45084dc,legit
TXN_055842e4e8,legit
TXN_a3fed887ed,legit
TXN_761602ec87,legit
TXN_1a9d4950ef,geo_anomaly
TXN_6c9a119a09,legit
TXN_b06ea6c41b,legit
TXN_4aa2a33163,legit
TXN_629f235d83,legit
TXN_bd37004ae3,legit
TXN_35379e7280,legit
TXN_f06f2e344d,legit
TXN_b5a0329ab4,legit
TXN_b8d8a9c10c,legit
TXN_ff7346d649,geo_anomaly
TXN_6cf021d9c1,legit
TXN_6512bb4d17,legit
TXN_aaff6ed14c,legit
TXN_93889b434d,legit
TXN_9ae96b12ee,legit
TXN_5a2d015c3c,legit
TXN_23adfb41c7,legit
TXN_f71d2d404d,legit
TXN_630e285502,legit
TXN_4a3aca9e8b,legit
TXN_a9961cc5a8,legit
TXN_9bde3381ee,legit
TXN_f05a154a97,legit
TXN_b742f6f8fa,legit
TXN_64bf54d383,legit
TXN_2cfcd4654d,legit
TXN_3b1af62281,legit
TXN_91b6006baf,legit
TXN_3717ac284e,legit
TXN_436c3693a3,legit
TXN_3a0110d726,legit
TXN_6d289aab1f,legit
TXN_8091ca935b,legit
TXN_8b969b7219,legit
TXN_423cfb6580,legit
TXN_5b1145d69d,legit
TXN_0181a473f5,legit
TXN_603d01ca1b,legit
TXN_1459a8e255,legit
TXN_dbe5ab08e3,legit
TXN_81e098bfc7,legit
TXN_c9651b8829,legit
TXN_0d5233e108,legit
TXN_f78fd8d9ab,legit
TXN_7b416316ca,legit
TXN_b78b4987e9,legit
TXN_a5222b3bd2,legit
TXN_cbae1bcee7,legit
TXN_ddfc04b76c,legit
TXN_4432bd050a,legit
TXN_39dd83a602,legit
TXN_42a5a3c744,legit
TXN_17f7b5b81c,legit
TXN_5bed896e8c,legit
TXN_517d53dbd5,legit
TXN_f0eb5dbc3a,legit
TXN_f2c91c1cb3,legit
TXN_828e93fde6,legit
TXN_6cb8d87ceb,legit
TXN_d57888cb57,legit
TXN_4c2f2137aa,legit
TXN_9aaa72c076,legit
TXN_a81ff5042d,legit
TXN_fcd5dc1965,legit
TXN_7a323cd6ed,legit
TXN_818c4143dc,legit
TXN_2c43233ca4,legit
TXN_dc7c7bba93,legit
TXN_e411b9f2dc,legit
TXN_24a768568c,legit
TXN_6786dd9f62,legit
TXN_c31b83ce2e,legit
TXN_9a5cfe707c,legit
TXN_609949848f,legit
TXN_eb1acfc4b5,legit
TXN_8af7495421,legit
TXN_cd71f30276,legit
TXN_85e6719d6b,legit
TXN_f24a5af58d,legit
TXN_1c60764aaf,legit
TXN_4a6f25e9fe,legit
TXN_0e4901964c,legit
TXN_20d6ce95cb,legit
TXN_deebc83ce4,legit
TXN_050e74185b,legit
TXN_4473690e02,legit
TXN_a58396e5c2,legit
TXN_8b247a1ad7,legit
TXN_cba05ccf80,legit
TXN_44ec445ce7,legit
TXN_9c82630a75,legit
TXN_bee096519d,legit
TXN_4c5f572cda,legit
TXN_181a07b22c,legit
TXN_9b35e2ca24,legit
TXN_00a3199f81,legit
TXN_694dba765c,legit
TXN_c0292033c2,legit
TXN_6f36f523da,legit
TXN_4969354dda,legit
TXN_4e4ff76712,legit
TXN_9b3052bd92,legit
TXN_d1e0f6c7fe,legit
TXN_f027156030,legit
TXN_2f29f4dce3,legit
TXN_b3c001f5d0,legit
TXN_f154d05953,legit
TXN_6899fc64a8,legit
TXN_c3ad425233,legit
TXN_b4efd98548,legit
TXN_5e59d80181,legit
TXN_b2f76377fc,legit
TXN_39fb3596f0,legit
TXN_41fa543e57,legit
TXN_1c5b82c197,legit
TXN_b245f3f3a0,legit
TXN_f1ff28ca9a,legit
TXN_8908983764,legit
TXN_0f76287f46,legit
TXN_9ad1e1ea97,legit
TXN_4bb8e6ce70,legit
TXN_2f1231f87b,legit
TXN_ec0e39b965,legit
TXN_b93630dcf7,legit
TXN_2179193f42,legit
TXN_2cb80276a9,legit
TXN_371f4568c5,legit
TXN_12f682b28d,legit
TXN_47facc775d,legit
TXN_24b311432c,legit
TXN_b6be84f925,legit
TXN_57764e78ab,legit
TXN_83d5927a2f,legit
TXN_7f883ae842,legit
TXN_e9e2845891,legit
TXN_d250ff844c,legit
TXN_b36e90429c,legit
TXN_dc84eb96ce,legit
TXN_75fae2f454,legit
TXN_02b68cb9ab,legit
TXN_df7799ea5b,legit
TXN_78b5e1dbe7,legit
TXN_43222db53b,legit
TXN_bc34e308d2,legit
TXN_f9f5193d0a,legit
TXN_7f05456f74,legit
TXN_605dac500b,legit
TXN_452c19962b,legit
TXN_3dd78ec5cd,legit
TXN_ac32e577cf,legit
TXN_4c8f83a297,legit
TXN_dd501cfeac,legit
TXN_b142f1b282,legit
TXN_4753cd1723,legit
TXN_f0f0736cb6,legit
TXN_ae74c1045e,legit
TXN_3d3044cf4a,legit
TXN_1d0661a042,legit
TXN_3fed5276dd,legit
TXN_2744232068,legit
TXN_455e4f2ecc,legit
TXN_8ad67d40df,legit
TXN_56b649ecc8,legit
TXN_a58410b6e1,legit
TXN_da5b45598e,legit
TXN_93ac84e46a,legit
TXN_d24b1a4088,legit
TXN_2930e7e194,legit
TXN_97b7a3bef9,legit
TXN_9d02d9b0df,legit
TXN_e6d3ec75fc,legit
TXN_f541b30738,legit
TXN_95872b3b3f,legit
TXN_42874ff413,legit
TXN_82a162af11,legit
TXN_e857c25e03,legit
TXN_59dfc385c5,legit
TXN_bc1f4ea8bb,legit
TXN_76637f9704,legit
TXN_d390b73513,legit
TXN_78088d4f78,legit
TXN_ae4fc1591d,legit
TXN_63410bad6d,legit
TXN_b1b1e116e4,legit
TXN_2ed192dee2,legit
TXN_2232a1db90,legit
TXN_1384b16ef5,legit
TXN_5eef7d96c7,legit
TXN_902dc594b2,legit
TXN_cf09eec815,legit
TXN_c5d6973b4b,legit
TXN_e24fa3b61d,legit
TXN_1f2a765488,legit
TXN_6cec617993,legit
TXN_efbaa8fa60,legit
TXN_8b0050a354,legit
TXN_2e94502b7b,legit
TXN_a865ec47b1,legit
TXN_ac1ccffc9b,legit
TXN_a501259c80,legit
TXN_84359f4f59,legit
TXN_d0925deba2,legit
TXN_4b22a6aea1,legit
TXN_aeb4f7e8e8,legit
TXN_54fc7b36b0,legit
TXN_a4abc74dc0,legit
TXN_52e35b37c0,legit
TXN_9a8d49e79d,legit
TXN_1fe49cc328,legit
TXN_b4c9ab7972,legit
TXN_ef61a87f34,legit
TXN_b5699be1b2,legit
TXN_4f451015bd,legit
TXN_cb23be1c13,legit
TXN_f38b17912d,legit
TXN_202ccf31be,legit
TXN_12256b27e3,legit
TXN_e50aa6f7c3,legit
TXN_eba2daba92,legit
TXN_c9b92a4996,geo_anomaly
TXN_bc122aaaee,legit
TXN_48725b8864,legit
TXN_7076f53021,legit
TXN_ce2974f01b,legit
TXN_358e55de4c,legit
TXN_37ffcbba59,legit
TXN_3facd4e653,legit
TXN_060dd1a88c,legit
TXN_f5e7f245d3,legit
TXN_7d52c5fe7d,legit
TXN_f08510152f,legit
TXN_82e5df2729,legit
TXN_649b0df274,legit
TXN_8285e0ea1a,legit
TXN_80a90a735c,legit
TXN_c575db62d2,legit
TXN_400322b8c3,legit
TXN_81e283e476,legit
TXN_e2090ecbff,legit
TXN_1514a52412,legit
TXN_9ecaaf53eb,legit
TXN_0148583493,legit
TXN_0dd9a08bf8,legit
TXN_599ddfac4a,legit
TXN_825bf8fa72,legit
TXN_6a7a482c70,legit
TXN_8452a7bfcf,legit
TXN_193e41d987,legit
TXN_05e52f4beb,legit
TXN_fe18717e32,legit
TXN_71df7a3c86,legit
TXN_e51c04635b,legit
TXN_bb18dde68d,legit
TXN_8d0be2449f,legit
TXN_bb60a5464d,legit
TXN_192c702df9,legit
TXN_acdefc6a5f,legit
TXN_893d7307d3,account_takeover
TXN_154dfa8e05,account_takeover
TXN_b3f8f4f3a8,account_takeover
TXN_c03b4f53ee,legit
TXN_ccc213f346,legit
TXN_ea93f37b10,legit
TXN_edcea1e764,legit
TXN_95947d9a7a,legit
TXN_1365bd7649,legit
TXN_265171110f,legit
TXN_955d553ebf,legit
TXN_6c7e53b6fe,legit
TXN_bc5ee7ed49,legit
TXN_b6fe92e778,legit
TXN_1d5d06e781,legit
TXN_eb29fa2ec3,legit
TXN_07fa3068ae,legit
TXN_6743a527b7,legit
TXN_93e880540a,legit
TXN_3b0c97b97b,legit
TXN_e064c9829b,legit
TXN_c13a89c2b1,legit
TXN_d59e75e3f8,legit
TXN_ef7a5c5f6e,legit
TXN_1c7f16a30f,legit
TXN_372b7ea8e2,legit
TXN_86f61f7a3d,legit
TXN_57ab52cac6,legit
