transaction_id,customer_id,merchant_id,timestamp,amount,currency,payment_method,device_id,ip_id,country,city,transaction_status,failure_reason,is_chargeback,is_refund,label,account_age_days,avg_transaction_amount,transaction_frequency_per_week,historical_chargebacks,historical_refunds,home_city,home_country,device_customer_count,device_transaction_count,device_first_seen,ip_customer_count,ip_transaction_count,historical_fraud_rate,merchant_avg_txn_value,amount_dev_ratio,amount_zscore_merchant,is_foreign_country,device_is_new,device_shared_flag,ip_shared_flag,prev_txn_time,seconds_since_prev_txn,velocity_5min,velocity_1hr,is_failed,failed_txn_count_24h
TXN_6641bc29a2,CUST_00001,MER_0039,2025-02-01 15:24:24.000000,188.18,INR,upi,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0111,595.03,0.7896768778850188,-0.6837470379644723,0,1,0,0,,999999.0,1,1,0,0
TXN_b585a842a5,CUST_00001,MER_0022,2025-03-11 06:48:18.000000,201.85,INR,card,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0291,299.79,0.8470415442719261,-0.3266953534140566,0,0,0,0,2025-02-01 15:24:24.000000,3252234.0,1,1,0,0
TXN_d6149f0d6a,CUST_00001,MER_0000,2025-03-24 02:49:39.000000,170.71,INR,card,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0225,896.08,0.7163659253042384,-0.8094924560307115,0,0,0,0,2025-03-11 06:48:18.000000,1108881.0,1,1,0,0
TXN_134339f39c,CUST_00001,MER_0010,2025-04-12 21:04:15.000000,285.62,INR,card,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0102,362.24,1.1985732270247587,-0.2115172261484099,0,0,0,0,2025-03-24 02:49:39.000000,1707276.0,1,1,0,0
TXN_fff433c27e,CUST_00001,MER_0038,2025-04-12 23:57:09.000000,317.42,INR,wallet,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0107,498.94,1.3320184641208561,-0.3638112799134164,0,0,0,0,2025-04-12 21:04:15.000000,10374.0,1,1,0,0
TXN_3668cfe4c3,CUST_00001,MER_0006,2025-04-15 06:24:28.000000,337.88,INR,upi,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0071,501.86,1.4178766261015525,-0.32674451042123304,0,0,0,0,2025-04-12 23:57:09.000000,196039.0,1,1,0,0
TXN_e5b755168e,CUST_00001,MER_0013,2025-04-24 09:22:42.000000,180.71,INR,netbanking,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0164,580.87,0.7583298363407469,-0.6888976879508323,0,0,0,0,2025-04-15 06:24:28.000000,788294.0,1,1,0,0
TXN_fed06b8b9c,CUST_00001,MER_0024,2025-04-25 06:08:35.000000,240.48,INR,card,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0045,1035.96,1.0091481326059588,-0.7678674852310899,0,0,0,0,2025-04-24 09:22:42.000000,74753.0,1,1,0,0
TXN_fe93a17e4e,CUST_00001,MER_0014,2025-06-20 19:52:07.000000,212.11,INR,card,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.019,479.8,0.890096516995384,-0.557919966652772,0,0,0,0,2025-04-25 06:08:35.000000,4887812.0,1,1,0,0
TXN_4b64845a2b,CUST_00001,MER_0012,2025-08-08 20:55:10.000000,214.97,INR,netbanking,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0076,1602.61,0.9020981955518254,-0.865862561696233,0,0,0,0,2025-06-20 19:52:07.000000,4237383.0,1,1,0,0
TXN_d697217425,CUST_00001,MER_0009,2025-08-18 09:38:13.000000,85.06,INR,card,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0102,211.04,0.35694502727654215,-0.5969484457922668,0,0,0,0,2025-08-08 20:55:10.000000,823383.0,1,1,0,0
TXN_ee779890a9,CUST_00001,MER_0012,2025-10-01 16:53:06.000000,189.95,INR,netbanking,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0076,1602.61,0.7971044901384808,-0.8814745945676116,0,0,0,0,2025-08-18 09:38:13.000000,3827693.0,1,1,0,0
TXN_505927b228,CUST_00001,MER_0005,2025-10-20 14:15:12.000000,235.3,INR,card,DEV_08bafb63fe,IP_d46b32d9d6,IN,Pune,success,,0,0,0,1438,238.3,2.36,0,0,Pune,IN,1,13,2025-02-01 15:24:24.000000,1,13,0.0292,1054.12,0.9874108266890474,-0.7767806321860888,0,0,0,0,2025-10-01 16:53:06.000000,1632126.0,1,1,0,0
TXN_4ca0f08ca0,CUST_00002,MER_0029,2025-01-16 10:26:03.000000,346.68,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0172,1254.23,0.5463054885831796,-0.723591366814699,0,1,0,0,,999999.0,1,1,0,0
TXN_b5aa064f3c,CUST_00002,MER_0039,2025-01-19 00:06:43.000000,608.96,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0111,595.03,0.9596117178020455,0.02341058434028547,0,0,0,0,2025-01-16 10:26:03.000000,222040.0,1,1,0,0
TXN_f139a222e8,CUST_00002,MER_0038,2025-01-23 19:58:57.000000,635.1,INR,wallet,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,1,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0107,498.94,1.0008036685103767,0.2728985449152203,0,0,0,0,2025-01-19 00:06:43.000000,417134.0,1,1,0,0
TXN_7a29040ab6,CUST_00002,MER_0033,2025-03-04 18:26:43.000000,538.47,INR,wallet,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0248,960.07,0.848532123103106,-0.439134646432031,0,0,0,0,2025-01-23 19:58:57.000000,3450466.0,1,1,0,0
TXN_91ce45de65,CUST_00002,MER_0010,2025-04-07 10:35:35.000000,496.75,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0102,362.24,0.7827888873130683,0.37132840106007065,0,0,0,0,2025-03-04 18:26:43.000000,2909332.0,1,1,0,0
TXN_d7cc661744,CUST_00002,MER_0016,2025-04-27 02:44:20.000000,375.15,INR,wallet,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0212,463.88,0.5911691013095068,-0.19127791670259553,0,0,0,0,2025-04-07 10:35:35.000000,1699725.0,1,1,0,0
TXN_198121edb4,CUST_00002,MER_0010,2025-04-28 10:48:50.000000,739.71,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0102,362.24,1.1656502623741314,1.042043948763251,0,0,0,0,2025-04-27 02:44:20.000000,115470.0,1,1,0,0
TXN_6056d4f651,CUST_00002,MER_0004,2025-05-09 10:15:35.000000,731.41,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0026,1715.62,1.1525709513229012,-0.5736759888553409,0,0,0,0,2025-04-28 10:48:50.000000,948405.0,1,1,0,0
TXN_63ff0af2fc,CUST_00002,MER_0004,2025-05-15 23:57:50.000000,479.64,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0026,1715.62,0.7558265967002316,-0.7204276005175972,0,0,0,0,2025-05-09 10:15:35.000000,567735.0,1,1,0,0
TXN_1cb62f64ca,CUST_00002,MER_0005,2025-07-30 10:00:52.000000,829.45,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0292,1054.12,1.3070644037882728,-0.2131351269305201,0,0,0,0,2025-05-15 23:57:50.000000,6516182.0,1,1,0,0
TXN_81e15c9113,CUST_00002,MER_0001,2025-08-29 12:04:39.000000,789.28,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0188,612.19,1.243763689941537,0.28927293814011973,0,0,0,0,2025-07-30 10:00:52.000000,2599427.0,1,1,0,0
TXN_510c4bb7aa,CUST_00002,MER_0024,2025-09-17 16:26:27.000000,556.31,INR,upi,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0045,1035.96,0.8766447627602072,-0.4630005019498823,0,0,0,0,2025-08-29 12:04:39.000000,1657308.0,1,1,0,0
TXN_8bf61c7e19,CUST_00002,MER_0035,2025-10-14 00:49:35.000000,771.75,INR,card,DEV_ed797d89dc,IP_73ef071a10,IN,Delhi,success,,0,0,0,1248,634.59,6.82,0,1,Delhi,IN,1,13,2025-01-16 10:26:03.000000,1,13,0.0041,1163.01,1.216139554673096,-0.3364201511594913,0,0,0,0,2025-09-17 16:26:27.000000,2276588.0,1,1,0,0
TXN_399a89296e,CUST_00003,MER_0037,2025-01-11 22:27:39.000000,7595.32,INR,wallet,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0195,552.51,1.4545266524316094,12.746936707027926,0,1,0,0,,999999.0,1,1,0,0
TXN_0a3f94ea13,CUST_00003,MER_0027,2025-01-27 15:03:24.000000,3237.52,INR,netbanking,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0096,555.21,0.6199948294186926,4.831162983375659,0,0,0,0,2025-01-11 22:27:39.000000,1355745.0,1,1,0,0
TXN_0eaab318e2,CUST_00003,MER_0034,2025-02-14 02:28:59.000000,6423.19,INR,upi,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0236,1234.72,1.2300602276970805,4.202142995982895,0,0,0,0,2025-01-27 15:03:24.000000,1509935.0,1,1,0,0
TXN_9f0d648506,CUST_00003,MER_0027,2025-02-14 21:49:32.000000,4131.34,INR,card,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0096,555.21,0.7911640510547028,6.441040327083446,0,0,0,0,2025-02-14 02:28:59.000000,69633.0,1,1,0,0
TXN_57c24a5377,CUST_00003,MER_0030,2025-06-14 06:50:43.000000,6396.77,INR,netbanking,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0041,807.91,1.2250007181362927,6.917676473864664,0,0,0,0,2025-02-14 21:49:32.000000,10314071.0,1,1,0,0
TXN_f604a768dc,CUST_00003,MER_0023,2025-07-28 00:55:35.000000,4395.65,INR,netbanking,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0237,748.53,0.8417802119938335,4.872376524654991,0,0,0,0,2025-06-14 06:50:43.000000,3780292.0,1,1,0,0
TXN_09ac707146,CUST_00003,MER_0036,2025-08-18 17:08:47.000000,7764.45,INR,card,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0262,402.01,1.4869155567471297,18.314071789258975,0,0,0,0,2025-07-28 00:55:35.000000,1872792.0,1,1,0,0
TXN_5c14efcce9,CUST_00003,MER_0001,2025-08-31 03:37:00.000000,7319.46,INR,netbanking,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0188,612.19,1.4016986317109836,10.956190071709763,0,0,0,0,2025-08-18 17:08:47.000000,1074493.0,1,1,0,0
TXN_7e69bd0be9,CUST_00003,MER_0037,2025-10-13 05:57:57.000000,5826.55,INR,card,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0195,552.51,1.1158018709844213,9.545600984597565,0,0,0,0,2025-08-31 03:37:00.000000,3723657.0,1,1,0,0
TXN_df56ffecd1,CUST_00003,MER_0015,2025-10-14 12:16:05.000000,6812.64,INR,card,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0068,710.92,1.304641075480912,8.582850391042594,0,0,0,0,2025-10-13 05:57:57.000000,109088.0,1,1,0,0
TXN_bcca2c198b,CUST_00003,MER_0026,2025-10-22 03:22:16.000000,6789.02,INR,netbanking,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0129,620.55,1.3001177743520016,9.940327129159618,0,0,0,0,2025-10-14 12:16:05.000000,659171.0,1,1,0,0
TXN_abbdf92e61,CUST_00003,MER_0028,2025-10-26 08:17:45.000000,6383.12,INR,netbanking,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,1,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0099,504.52,1.2223867020308894,11.651867121224136,0,0,0,0,2025-10-22 03:22:16.000000,363329.0,1,1,0,0
TXN_e692f499ad,CUST_00003,MER_0024,2025-10-30 23:05:24.000000,4252.73,INR,netbanking,DEV_4c3a10ed44,IP_b35a66ea24,IN,Bangalore,success,,0,0,0,1094,5221.85,1.11,0,1,Bangalore,IN,1,13,2025-01-11 22:27:39.000000,1,13,0.0045,1035.96,0.8144106016067101,3.105110235916444,0,0,0,0,2025-10-26 08:17:45.000000,398859.0,1,1,0,0
TXN_3fe11729f1,CUST_00004,MER_0026,2025-01-18 17:13:37.000000,524.21,INR,card,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0129,620.55,1.0009547268526475,-0.15524937555394397,0,1,0,0,,999999.0,1,1,0,0
TXN_129e3d384b,CUST_00004,MER_0037,2025-01-26 16:29:15.000000,538.51,INR,upi,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0195,552.51,1.0282599148383647,-0.02533890789306981,0,0,0,0,2025-01-18 17:13:37.000000,688538.0,1,1,0,0
TXN_94ae998aa0,CUST_00004,MER_0028,2025-02-12 21:55:37.000000,339.35,INR,upi,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0099,504.52,0.6479731148918294,-0.3273804804566716,0,0,0,0,2025-01-26 16:29:15.000000,1488382.0,1,1,0,0
TXN_256b37f144,CUST_00004,MER_0017,2025-02-16 09:49:08.000000,627.01,INR,card,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0143,558.35,1.1972465677569646,0.12296946359810149,0,0,0,0,2025-02-12 21:55:37.000000,302011.0,1,1,0,0
TXN_7ff5a8db0c,CUST_00004,MER_0008,2025-03-20 21:42:29.000000,575.14,INR,upi,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0141,769.07,1.0982032040633174,-0.2521617017956754,0,0,0,0,2025-02-16 09:49:08.000000,2807601.0,1,1,0,0
TXN_78b6cc21e4,CUST_00004,MER_0011,2025-03-26 21:17:06.000000,467.37,INR,wallet,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0123,803.16,0.8924213782436844,-0.4180860600627521,0,0,0,0,2025-03-20 21:42:29.000000,516877.0,1,1,0,0
TXN_5a0eb26489,CUST_00004,MER_0030,2025-04-01 23:46:27.000000,344.91,INR,upi,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0041,807.91,0.6585896774932691,-0.5730836355534651,0,0,0,0,2025-03-26 21:17:06.000000,527361.0,1,1,0,0
TXN_5d954d0d15,CUST_00004,MER_0000,2025-05-14 18:35:13.000000,381.44,INR,card,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0225,896.08,0.7283420213476923,-0.5743237210963308,0,0,0,0,2025-04-01 23:46:27.000000,3696526.0,1,1,0,0
TXN_64a726415a,CUST_00004,MER_0008,2025-05-17 05:00:29.000000,343.94,INR,card,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0141,769.07,0.6567375073991331,-0.5527845319671811,0,0,0,0,2025-05-14 18:35:13.000000,210316.0,1,1,0,0
TXN_5b345ac67a,CUST_00004,MER_0011,2025-05-27 19:26:57.000000,335.4,INR,card,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0123,803.16,0.6404307727559144,-0.5823995218885403,0,0,0,0,2025-05-17 05:00:29.000000,915988.0,1,1,0,0
TXN_64e604a63b,CUST_00004,MER_0006,2025-07-05 16:22:21.000000,683.33,INR,netbanking,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0071,501.86,1.3047870004391744,0.36159486709440886,0,0,0,0,2025-05-27 19:26:57.000000,3358524.0,1,1,0,0
TXN_37408ab7e2,CUST_00004,MER_0032,2025-08-01 02:18:54.000000,439.79,INR,wallet,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,1,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0022,443.12,0.8397586450516507,-0.0075148943852680625,0,0,0,0,2025-07-05 16:22:21.000000,2282193.0,1,1,0,0
TXN_e992595ac7,CUST_00004,MER_0003,2025-09-20 15:26:18.000000,534.34,INR,wallet,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0263,577.97,1.020297492887285,-0.07548834714604563,0,0,0,0,2025-08-01 02:18:54.000000,4367244.0,1,1,0,0
TXN_4049eb40e3,CUST_00004,MER_0014,2025-10-01 07:55:44.000000,651.56,INR,wallet,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.019,479.8,1.2441236562219546,0.35798249270529375,0,0,0,0,2025-09-20 15:26:18.000000,923366.0,1,1,0,0
TXN_5e25a629c9,CUST_00004,MER_0030,2025-10-27 02:39:38.000000,347.16,INR,upi,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,1,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0041,807.91,0.6628859483301828,-0.570298671881769,0,0,0,0,2025-10-01 07:55:44.000000,2227434.0,1,1,0,0
TXN_a005147c76,CUST_00004,MER_0017,2025-10-29 06:33:37.000000,564.71,INR,netbanking,DEV_7c05467ecb,IP_dfe8c42cb0,IN,Chennai,success,,0,0,0,335,523.71,1.96,0,2,Chennai,IN,1,16,2025-01-18 17:13:37.000000,1,16,0.0143,558.35,1.0782876019170915,0.011390704755081962,0,0,0,0,2025-10-27 02:39:38.000000,186839.0,1,1,0,0
TXN_54534c17d7,CUST_00005,MER_0012,2025-02-03 14:42:25.000000,1075.2,INR,netbanking,DEV_342534d7ca,IP_78f080da29,IN,Ahmedabad,success,,0,0,0,778,927.48,2.54,0,0,Ahmedabad,IN,1,12,2025-02-03 14:42:25.000000,1,12,0.0076,1602.61,1.159270280760771,-0.3290944147359619,0,1,0,0,,999999.0,1,1,0,0
