transaction_id,customer_id,merchant_id,timestamp,amount,currency,payment_method,device_id,ip_id,country,city,transaction_status,failure_reason,is_chargeback,is_refund,label
TXN_5a9391ba11,CUST_05367,MER_0025,2025-01-01 02:19:43.000000,715.51,INR,upi,DEV_9345608acd,IP_61c9aa6c6b,IN,Ahmedabad,success,,0,0,0
TXN_62cb24ac10,CUST_07446,MER_0031,2025-01-01 02:28:14.000000,500.95,INR,upi,DEV_37a068a5e3,IP_3203fbf8d8,IN,Delhi,success,,0,0,0
TXN_25cac49e32,CUST_06944,MER_0033,2025-01-01 02:28:38.000000,376.24,INR,wallet,DEV_61fbf3ebc1,IP_e65a251576,IN,Kolkata,success,,0,0,0
TXN_1a3c711dfa,CUST_01695,MER_0020,2025-01-01 02:37:01.000000,353.54,INR,wallet,DEV_29e72fa868,IP_597804558e,IN,Mumbai,success,,0,0,0
TXN_be4bd12ef0,CUST_03755,MER_0031,2025-01-01 02:59:20.000000,318.02,INR,card,DEV_c45c985822,IP_cb38350289,IN,Bangalore,success,,0,0,0
TXN_df8fa2bb4a,CUST_03046,MER_0007,2025-01-01 03:04:53.000000,593.23,INR,netbanking,DEV_58dd25becf,IP_2d7196a723,IN,Kolkata,success,,0,0,0
TXN_5fceec991b,CUST_02130,MER_0035,2025-01-01 03:05:27.000000,132.29,INR,netbanking,DEV_394cc0d1af,IP_9aee16a35b,IN,Delhi,success,,0,0,0
TXN_89c410473f,CUST_05369,MER_0014,2025-01-01 03:07:39.000000,402.34,INR,card,DEV_b3173f5b38,IP_bd0bf2bdfd,IN,Bangalore,success,,0,0,0
TXN_1b80e39d73,CUST_01073,MER_0020,2025-01-01 03:18:54.000000,495.84,INR,netbanking,DEV_b60371c98d,IP_72ee55720a,IN,Mumbai,success,,0,0,0
TXN_3c290871f1,CUST_05801,MER_0034,2025-01-01 03:40:00.000000,579.87,INR,upi,DEV_a7d3f26c7b,IP_fd3a89261e,IN,Kolkata,success,,0,0,0
TXN_6fc4fe4f6b,CUST_07762,MER_0018,2025-01-01 03:40:42.000000,140.8,INR,card,DEV_869243cde2,IP_c977a75c1b,IN,Delhi,success,,0,0,0
TXN_ff546ce82b,CUST_06510,MER_0018,2025-01-01 03:51:07.000000,274.33,INR,upi,DEV_4f36f6b255,IP_eeb2328336,IN,Kolkata,success,,0,0,0
TXN_1ae553d18b,CUST_05992,MER_0014,2025-01-01 03:51:28.000000,596.41,INR,card,DEV_0fdac1f731,IP_bd664ba75f,IN,Kolkata,success,,0,0,0
TXN_6bdf7e52f8,CUST_07741,MER_0004,2025-01-01 04:00:22.000000,163.14,INR,netbanking,DEV_7a8c54138e,IP_08dd3d715b,IN,Bangalore,success,,0,0,0
TXN_69c4eaae02,CUST_05538,MER_0017,2025-01-01 04:01:26.000000,307.18,INR,upi,DEV_f7f181a13b,IP_b139fe5295,IN,Ahmedabad,success,,0,0,0
TXN_8a5c4eb4d2,CUST_03126,MER_0000,2025-01-01 04:22:07.000000,1025.13,INR,netbanking,DEV_3b6c1e7f86,IP_c90621df93,IN,Delhi,success,,0,0,0
TXN_f9e8746928,CUST_02833,MER_0017,2025-01-01 04:22:46.000000,756.7,INR,wallet,DEV_7234a022a1,IP_e8c20f6a5f,IN,Kolkata,success,,0,0,0
TXN_8ccc59fcfe,CUST_02352,MER_0029,2025-01-01 04:28:15.000000,1942.54,INR,netbanking,DEV_feabc892b1,IP_1083dc2773,IN,Kolkata,success,,0,0,0
TXN_b47b7f0f8a,CUST_07766,MER_0031,2025-01-01 04:35:56.000000,339.05,INR,netbanking,DEV_fa98412633,IP_ccd5e776ab,IN,Bangalore,success,,0,0,0
TXN_de384a95bb,CUST_07506,MER_0014,2025-01-01 04:46:45.000000,408.33,INR,netbanking,DEV_cde69bf129,IP_e41bafda60,IN,Mumbai,success,,0,0,0
TXN_84700a94bf,CUST_07911,MER_0030,2025-01-01 04:48:10.000000,700.5,INR,wallet,DEV_9eb77857c8,IP_c2373291a8,IN,Hyderabad,success,,0,0,0
TXN_70ebcfa412,CUST_00563,MER_0032,2025-01-01 04:55:21.000000,900.17,INR,wallet,DEV_0756cdf3b2,IP_7aa5493348,IN,Pune,success,,0,0,0
TXN_d3d90861e6,CUST_00967,MER_0006,2025-01-01 04:57:07.000000,1604.67,INR,card,DEV_644d92684e,IP_215b8a117a,IN,Hyderabad,success,,0,0,0
TXN_43214f4b85,CUST_01890,MER_0031,2025-01-01 05:04:30.000000,283.41,INR,wallet,DEV_46cdb8dedb,IP_d3a2693eb4,IN,Pune,success,,0,0,0
TXN_9086401420,CUST_03093,MER_0013,2025-01-01 05:13:39.000000,1166.06,INR,wallet,DEV_d745ab7d49,IP_aab2994c4f,IN,Delhi,success,,0,0,0
TXN_0ed2fd7d63,CUST_04655,MER_0023,2025-01-01 05:20:24.000000,566.13,INR,wallet,DEV_2876708225,IP_23e8dddc06,IN,Chennai,success,,0,0,0
TXN_d249efcbf0,CUST_04011,MER_0032,2025-01-01 05:31:28.000000,159.2,INR,wallet,DEV_1b93ef6d87,IP_c570632282,IN,Mumbai,success,,0,0,0
TXN_31b31b111c,CUST_05912,MER_0035,2025-01-01 05:36:02.000000,804.02,INR,upi,DEV_1fa7c77d63,IP_770b4df20b,IN,Pune,success,,0,0,0
TXN_a5df7cf2dd,CUST_07485,MER_0022,2025-01-01 05:39:37.000000,619.86,INR,card,DEV_f60e87daaa,IP_6d25b73c8f,IN,Delhi,success,,0,0,0
TXN_a5560cd4fd,CUST_06518,MER_0039,2025-01-01 05:44:59.000000,2179.46,INR,wallet,DEV_03baf68f82,IP_de163a8392,IN,Bangalore,success,,0,0,0
TXN_940ecdc1dc,CUST_06373,MER_0005,2025-01-01 05:46:05.000000,2251.05,INR,card,DEV_ecdacf5c89,IP_0c1c1b64cc,IN,Ahmedabad,success,,0,0,0
TXN_da5230dd14,CUST_03823,MER_0023,2025-01-01 05:47:24.000000,966.68,INR,upi,DEV_95ab0ee1eb,IP_ee7fa4e836,IN,Bangalore,success,,0,0,0
TXN_19687f7597,CUST_06641,MER_0004,2025-01-01 05:47:36.000000,141.45,INR,card,DEV_2cefbe2fdd,IP_bc7a6e3b93,IN,Kolkata,success,,0,0,0
TXN_ef444a3bcb,CUST_04961,MER_0022,2025-01-01 05:50:23.000000,145.62,INR,card,DEV_e6d77484b2,IP_2abe61dd0b,IN,Pune,success,,0,0,0
TXN_a107b13514,CUST_02369,MER_0019,2025-01-01 05:55:32.000000,359.35,INR,card,DEV_67b8dc1d9d,IP_6c0f8f84f8,IN,Kolkata,success,,0,0,0
TXN_3f843e7614,CUST_01866,MER_0003,2025-01-01 05:59:36.000000,282.38,INR,card,DEV_7b92680aa1,IP_86cd344be9,IN,Ahmedabad,success,,0,0,0
TXN_4a655b127f,CUST_04340,MER_0005,2025-01-01 06:09:49.000000,190.71,INR,wallet,DEV_13d3e036e1,IP_a41f5e19c3,IN,Hyderabad,success,,0,0,0
TXN_aab586d869,CUST_04422,MER_0021,2025-01-01 06:15:03.000000,245.19,INR,upi,DEV_0fd357ff25,IP_882aceb4ca,IN,Bangalore,success,,0,0,0
TXN_1a93e7019c,CUST_04949,MER_0034,2025-01-01 06:15:46.000000,247.1,INR,wallet,DEV_f8b3a50950,IP_37ab96ca97,IN,Delhi,success,,0,0,0
TXN_ba852b63dc,CUST_00420,MER_0016,2025-01-01 06:18:47.000000,200.95,INR,wallet,DEV_d7486b32f5,IP_536b1f99f3,IN,Ahmedabad,success,,0,0,0
TXN_253f030be1,CUST_03560,MER_0013,2025-01-01 06:22:03.000000,236.51,INR,upi,DEV_888b397401,IP_2158771978,IN,Kolkata,success,,0,0,0
TXN_d7be042515,CUST_06693,MER_0026,2025-01-01 06:29:00.000000,2693.57,INR,wallet,DEV_3df8ed84c1,IP_203edf145f,IN,Ahmedabad,success,,0,0,0
TXN_b5e6086f76,CUST_06613,MER_0011,2025-01-01 06:34:47.000000,922.11,INR,netbanking,DEV_69c66548d7,IP_4c191ddd0a,IN,Delhi,success,,0,0,0
TXN_3ba715dc9f,CUST_06855,MER_0002,2025-01-01 06:38:16.000000,516.83,INR,netbanking,DEV_788655b5b8,IP_cddf6ab25e,IN,Chennai,success,,0,0,0
TXN_6042092429,CUST_02852,MER_0022,2025-01-01 06:41:43.000000,125.49,INR,wallet,DEV_5a82325687,IP_09c7c792ad,IN,Ahmedabad,success,,0,0,0
TXN_e25b752179,CUST_07658,MER_0004,2025-01-01 06:51:25.000000,940.68,INR,netbanking,DEV_78a61a24a3,IP_2390a5a63d,IN,Hyderabad,success,,0,0,0
TXN_a45201e88d,CUST_01405,MER_0029,2025-01-01 07:08:18.000000,1160.01,INR,netbanking,DEV_e1f67ea6cb,IP_e598151003,IN,Bangalore,success,,0,0,0
TXN_8bdfa4fe99,CUST_03887,MER_0009,2025-01-01 07:14:08.000000,636.47,INR,card,DEV_d06859f560,IP_0e9c8a8159,IN,Pune,success,,0,0,0
TXN_f881ddde34,CUST_03045,MER_0010,2025-01-01 07:21:22.000000,737.76,INR,card,DEV_0b3cf8aebe,IP_7983c2de29,IN,Chennai,failed,timeout,0,0,0
TXN_263bd2f9b5,CUST_02547,MER_0013,2025-01-01 07:22:44.000000,1590.87,INR,upi,DEV_4b71d3327f,IP_7fb0fa7d25,IN,Ahmedabad,success,,0,0,0
TXN_ed2de38111,CUST_01873,MER_0036,2025-01-01 07:23:49.000000,424.13,INR,netbanking,DEV_698a3359cf,IP_f19bcef932,IN,Hyderabad,success,,0,0,0
TXN_969f3593b4,CUST_00928,MER_0007,2025-01-01 07:24:43.000000,809.66,INR,upi,DEV_e5e8bb1f36,IP_6ce433948f,IN,Hyderabad,success,,0,0,0
TXN_350fe3f024,CUST_04252,MER_0017,2025-01-01 07:32:04.000000,524.62,INR,netbanking,DEV_402cbd3642,IP_0b7db0528b,IN,Hyderabad,success,,0,0,0
TXN_4e4107369f,CUST_00370,MER_0038,2025-01-01 07:32:45.000000,698.89,INR,card,DEV_1fbcc573ef,IP_d770cb3b9e,IN,Hyderabad,success,,0,0,0
TXN_b06b82b4df,CUST_06955,MER_0039,2025-01-01 07:37:08.000000,469.03,INR,upi,DEV_0acae7289d,IP_a0c5f568aa,IN,Pune,success,,0,0,0
TXN_084aaf99fc,CUST_05505,MER_0010,2025-01-01 07:37:27.000000,957.67,INR,card,DEV_171d4161f8,IP_21d1064d4a,IN,Ahmedabad,success,,0,0,0
TXN_c9cfed60b8,CUST_06659,MER_0014,2025-01-01 07:39:22.000000,907.5,INR,netbanking,DEV_e918241130,IP_ab8900c4b8,IN,Kolkata,success,,0,0,0
TXN_41eef09e47,CUST_07187,MER_0016,2025-01-01 07:45:07.000000,559.36,INR,netbanking,DEV_93c893d769,IP_0e92e56a61,IN,Hyderabad,success,,0,0,0
TXN_dcd55d4e1e,CUST_03078,MER_0016,2025-01-01 07:53:40.000000,738.51,INR,wallet,DEV_ba5bbc88f3,IP_b53e4443ca,IN,Mumbai,success,,0,0,0
TXN_b92c2aa2c0,CUST_05959,MER_0013,2025-01-01 07:54:30.000000,342.71,INR,netbanking,DEV_9e7e75d40b,IP_a0ac236372,IN,Kolkata,success,,0,0,0
TXN_6a01e5c236,CUST_02169,MER_0039,2025-01-01 07:57:27.000000,288.24,INR,netbanking,DEV_f8cdd9545f,IP_694d4b6963,IN,Mumbai,success,,0,0,0
TXN_c4225bf805,CUST_04073,MER_0031,2025-01-01 08:01:50.000000,852.9,INR,netbanking,DEV_7d95aa7d1b,IP_35e6022236,IN,Mumbai,success,,0,0,0
TXN_1b764e0228,CUST_04896,MER_0032,2025-01-01 08:02:49.000000,758.67,INR,upi,DEV_98e63b9ea3,IP_c3376bb8b0,IN,Delhi,success,,0,0,0
TXN_3e41080ffe,CUST_01025,MER_0029,2025-01-01 08:10:22.000000,114.94,INR,upi,DEV_a61cea784c,IP_b91f8eebad,IN,Mumbai,success,,0,0,0
TXN_310573d441,CUST_05597,MER_0004,2025-01-01 08:12:59.000000,173.98,INR,wallet,DEV_d1906a7936,IP_fe5da6a597,IN,Mumbai,success,,0,0,0
TXN_e1adca80e6,CUST_00162,MER_0019,2025-01-01 08:15:00.000000,129.65,INR,card,DEV_d61c9e9a7a,IP_387ce51431,IN,Mumbai,success,,0,0,0
TXN_7ec96e247a,CUST_05575,MER_0014,2025-01-01 08:21:24.000000,133.96,INR,wallet,DEV_ee7ad65ce5,IP_4e11652ff7,IN,Hyderabad,success,,0,0,0
TXN_0d7ee15041,CUST_01817,MER_0002,2025-01-01 08:26:57.000000,673.53,INR,wallet,DEV_e8b6b3636d,IP_b3be6b816b,IN,Pune,success,,0,0,0
TXN_867d47a974,CUST_06294,MER_0022,2025-01-01 08:29:45.000000,168.51,INR,netbanking,DEV_d2bd40bb12,IP_a87803a4e0,IN,Delhi,success,,0,0,0
TXN_bfb168d6fc,CUST_04004,MER_0037,2025-01-01 08:30:43.000000,508.89,INR,upi,DEV_c159ba3944,IP_64a76c7702,IN,Pune,success,,0,0,0
TXN_3366292cb2,CUST_03075,MER_0001,2025-01-01 08:39:16.000000,1179.53,INR,netbanking,DEV_829542f5a5,IP_52bc0851b8,IN,Ahmedabad,success,,0,0,0
TXN_8b64d26d4e,CUST_00282,MER_0002,2025-01-01 08:40:21.000000,341.81,INR,netbanking,DEV_ddf22c5000,IP_122ed3c192,IN,Hyderabad,success,,0,0,0
TXN_185fea496d,CUST_00588,MER_0009,2025-01-01 08:42:07.000000,1198.39,INR,wallet,DEV_51306a39eb,IP_53990fa4b6,IN,Delhi,success,,0,0,0
TXN_bb52a8d5ba,CUST_06841,MER_0025,2025-01-01 08:43:04.000000,393.81,INR,upi,DEV_c813dd50d2,IP_92dabf538a,IN,Delhi,failed,bank_decline,0,0,0
TXN_21ebfdbef3,CUST_05095,MER_0022,2025-01-01 08:44:17.000000,1611.82,INR,upi,DEV_270daf38a6,IP_09201c2532,IN,Bangalore,success,,0,0,0
TXN_d6eb6f9b9c,CUST_01916,MER_0029,2025-01-01 08:47:19.000000,184.45,INR,netbanking,DEV_0785fa2617,IP_07227362be,IN,Pune,success,,0,0,0
TXN_659104cf63,CUST_05711,MER_0033,2025-01-01 08:55:28.000000,226.85,INR,card,DEV_5545adb901,IP_f2ff8ff952,IN,Kolkata,success,,0,0,0
TXN_143bafff50,CUST_00803,MER_0002,2025-01-01 09:02:37.000000,463.83,INR,netbanking,DEV_04fd99c0b7,IP_b69624537d,IN,Hyderabad,success,,0,0,0
TXN_a0be2d677e,CUST_05793,MER_0022,2025-01-01 09:22:34.000000,585.36,INR,wallet,DEV_030788d004,IP_d762e3acb1,IN,Bangalore,success,,0,1,0
TXN_3d5d189e25,CUST_06337,MER_0031,2025-01-01 09:28:09.000000,544.75,INR,card,DEV_c1a3c6310b,IP_91b64a0bf1,IN,Ahmedabad,success,,0,0,0
TXN_f01cf196af,CUST_06592,MER_0017,2025-01-01 09:32:00.000000,295.73,INR,wallet,DEV_ee8973d38c,IP_c4e40d9058,IN,Kolkata,success,,0,0,0
TXN_942c5733c5,CUST_03219,MER_0017,2025-01-01 09:44:42.000000,234.91,INR,card,DEV_c65c50fe89,IP_9db6deb68d,IN,Delhi,success,,0,0,0
TXN_c6380ce689,CUST_05254,MER_0030,2025-01-01 09:57:24.000000,628.43,INR,wallet,DEV_c75ee95f75,IP_5761ca0ae1,IN,Kolkata,success,,0,0,0
TXN_fd5816263d,CUST_06420,MER_0033,2025-01-01 09:57:59.000000,726.96,INR,upi,DEV_850f685f4e,IP_596f7aea35,IN,Kolkata,success,,0,0,0
TXN_3fc2650120,CUST_01008,MER_0005,2025-01-01 10:08:10.000000,626.53,INR,upi,DEV_42edf0e128,IP_d1f56ab0c5,IN,Bangalore,success,,0,0,0
TXN_4dabffc946,CUST_05799,MER_0024,2025-01-01 10:13:05.000000,410.81,INR,card,DEV_1f95f78082,IP_e2af28cf49,IN,Delhi,success,,0,0,0
TXN_39ce1b557a,CUST_04901,MER_0015,2025-01-01 10:23:29.000000,217.56,INR,card,DEV_d9e86351ad,IP_b24c0e5f9b,IN,Hyderabad,success,,0,0,0
TXN_10b9a7966b,CUST_05210,MER_0005,2025-01-01 10:25:19.000000,495.78,INR,netbanking,DEV_f37f21949a,IP_5eb0abd8f4,IN,Kolkata,failed,timeout,0,0,0
TXN_fd6327ac2b,CUST_05691,MER_0016,2025-01-01 10:29:50.000000,472.05,INR,card,DEV_cf9ffcadee,IP_646b9a80fe,IN,Bangalore,failed,bank_decline,0,0,0
TXN_72a00ba11d,CUST_07805,MER_0004,2025-01-01 10:36:51.000000,278.25,INR,card,DEV_7e5d65d4d7,IP_6c0b059d25,IN,Ahmedabad,success,,0,0,0
TXN_f38442ab30,CUST_01893,MER_0013,2025-01-01 10:41:08.000000,72.23,INR,netbanking,DEV_762925674c,IP_13a705b3f8,IN,Chennai,success,,0,0,0
TXN_983390dfc3,CUST_07982,MER_0007,2025-01-01 10:41:51.000000,1442.84,INR,upi,DEV_8ccf9f8925,IP_566e36c79a,IN,Bangalore,success,,0,0,0
TXN_b3824c4d9d,CUST_07917,MER_0039,2025-01-01 10:42:43.000000,1250.92,INR,wallet,DEV_1eadd2168a,IP_2f93ae0f68,IN,Hyderabad,success,,0,0,0
TXN_ed10fd892b,CUST_02779,MER_0014,2025-01-01 10:43:24.000000,307.87,INR,netbanking,DEV_18d847f24c,IP_5475c6daf4,IN,Hyderabad,success,,0,0,0
TXN_65d453c1f5,CUST_03440,MER_0013,2025-01-01 10:43:46.000000,1007.54,INR,netbanking,DEV_dab6c05567,IP_802628d314,IN,Mumbai,success,,0,0,0
TXN_102d591cf0,CUST_03015,MER_0039,2025-01-01 10:46:31.000000,565.23,INR,upi,DEV_1f58ccc313,IP_97d41bf940,IN,Ahmedabad,success,,0,0,0
TXN_946a51d953,CUST_06304,MER_0027,2025-01-01 10:48:11.000000,1279.42,INR,wallet,DEV_74f238569f,IP_11aefd0ad9,IN,Pune,success,,0,0,0
TXN_42212eab49,CUST_05799,MER_0024,2025-01-01 10:54:05.000000,1522.97,INR,card,DEV_6e0e156309,IP_805d6cf876,US,New York,success,,0,0,1
TXN_328d60a00e,CUST_00210,MER_0004,2025-01-01 10:55:25.000000,436.64,INR,netbanking,DEV_5d656f4c1a,IP_6b60bae72a,IN,Kolkata,success,,0,0,0
TXN_a55e45adbe,CUST_00970,MER_0030,2025-01-01 10:56:55.000000,608.07,INR,wallet,DEV_105c793d6a,IP_eaebf3fc25,IN,Delhi,success,,0,0,0
TXN_0628172f20,CUST_06050,MER_0034,2025-01-01 10:57:36.000000,399.18,INR,wallet,DEV_46b8b08b12,IP_25ae745c2c,IN,Delhi,success,,0,0,0
TXN_b17c5fc230,CUST_00856,MER_0038,2025-01-01 11:03:10.000000,200.03,INR,netbanking,DEV_68436118ba,IP_7cc21f37fb,IN,Hyderabad,success,,0,0,0
TXN_cc085f084f,CUST_04067,MER_0002,2025-01-01 11:12:11.000000,243.47,INR,netbanking,DEV_6eaa31dbed,IP_e98f8f22fa,IN,Bangalore,success,,0,0,0
TXN_88b1c20440,CUST_06292,MER_0002,2025-01-01 11:23:35.000000,662.69,INR,card,DEV_07c4208a67,IP_e56139d2de,IN,Mumbai,failed,bank_decline,0,0,0
TXN_32d72755a3,CUST_03836,MER_0024,2025-01-01 11:27:55.000000,1035.29,INR,netbanking,DEV_eb7ed90a24,IP_188eff166c,IN,Ahmedabad,success,,0,0,0
TXN_31fc5c1ac6,CUST_05685,MER_0039,2025-01-01 11:35:10.000000,725.84,INR,netbanking,DEV_cbef8d6123,IP_230432bf97,IN,Chennai,success,,0,0,0
TXN_0a961bbf0f,CUST_00150,MER_0004,2025-01-01 11:39:37.000000,574.51,INR,wallet,DEV_c1f0ad909d,IP_1a9a1c2d81,IN,Chennai,success,,0,0,0
TXN_f7957edf18,CUST_05332,MER_0030,2025-01-01 11:42:30.000000,166.25,INR,card,DEV_14f87fc76d,IP_f640d43c73,IN,Pune,success,,0,0,0
TXN_535905317b,CUST_06696,MER_0015,2025-01-01 11:43:19.000000,967.58,INR,upi,DEV_a9f0561f7e,IP_de77d3f0db,IN,Mumbai,success,,0,0,0
TXN_f80c35bdc8,CUST_05858,MER_0025,2025-01-01 11:49:56.000000,394.33,INR,card,DEV_5d434832f1,IP_e518c30675,IN,Delhi,success,,0,0,0
TXN_f44691b253,CUST_00311,MER_0022,2025-01-01 11:54:19.000000,330.27,INR,wallet,DEV_f4eb05a302,IP_266656ea6a,IN,Mumbai,success,,0,0,0
TXN_55e0c08e2f,CUST_02627,MER_0011,2025-01-01 11:55:33.000000,683.17,INR,wallet,DEV_a6ebd243a0,IP_1fe32b2541,IN,Hyderabad,success,,0,0,0
TXN_09c64e00aa,CUST_05125,MER_0021,2025-01-01 12:07:02.000000,331.91,INR,wallet,DEV_633a663b99,IP_eb4d198fd4,IN,Ahmedabad,success,,0,0,0
TXN_862c642583,CUST_05325,MER_0026,2025-01-01 12:13:38.000000,1429.1,INR,wallet,DEV_02b673debd,IP_3bdd0a03ca,IN,Chennai,success,,0,0,0
TXN_6a34e40845,CUST_02811,MER_0014,2025-01-01 12:22:43.000000,498.32,INR,upi,DEV_4da31d1a9b,IP_f2088f6b71,IN,Hyderabad,success,,0,0,0
TXN_56c3cd5f96,CUST_02723,MER_0027,2025-01-01 12:23:14.000000,242.13,INR,upi,DEV_966384fc52,IP_e5aad76250,IN,Kolkata,success,,0,0,0
TXN_e95e8a0b2a,CUST_03348,MER_0023,2025-01-01 12:28:54.000000,985.14,INR,card,DEV_0a4196d80f,IP_ef7c5e8148,IN,Hyderabad,success,,0,0,0
TXN_0a1d1a8ab6,CUST_00548,MER_0017,2025-01-01 12:32:48.000000,614.86,INR,upi,DEV_4705a82b96,IP_d63f112211,IN,Mumbai,success,,0,0,0
TXN_cd3ae656eb,CUST_06712,MER_0003,2025-01-01 12:52:48.000000,356.03,INR,card,DEV_5d9ac16e2d,IP_9020beb677,IN,Kolkata,success,,0,0,0
TXN_8ccb8f29c7,CUST_06458,MER_0015,2025-01-01 12:54:11.000000,620.88,INR,card,DEV_a2f523c3af,IP_a7537b4e1c,IN,Bangalore,success,,0,0,0
TXN_062bfa0ff8,CUST_05341,MER_0011,2025-01-01 12:57:36.000000,1114.57,INR,upi,DEV_5f71469fb5,IP_1927b9378c,IN,Mumbai,success,,0,0,0
TXN_66a342796c,CUST_06780,MER_0036,2025-01-01 13:14:31.000000,963.24,INR,wallet,DEV_78c3616783,IP_c8a732df55,IN,Pune,success,,0,0,0
TXN_ff8f8e6bc8,CUST_01334,MER_0025,2025-01-01 13:21:28.000000,337.75,INR,wallet,DEV_01884c6ae8,IP_5740a1065b,IN,Bangalore,success,,0,0,0
TXN_eaffca9004,CUST_02878,MER_0034,2025-01-01 13:21:31.000000,754.1,INR,netbanking,DEV_9933f5ab88,IP_acb0248143,IN,Chennai,success,,0,0,0
TXN_e755030a87,CUST_02784,MER_0022,2025-01-01 13:36:50.000000,221.02,INR,wallet,DEV_6d3785fe52,IP_200f7b0540,IN,Hyderabad,success,,0,0,0
TXN_94467c1ac5,CUST_00174,MER_0006,2025-01-01 13:39:51.000000,345.69,INR,upi,DEV_c73bb3fc3c,IP_a16419dcdf,IN,Kolkata,success,,0,0,0
TXN_ede47f508e,CUST_03894,MER_0023,2025-01-01 13:40:00.000000,603.04,INR,card,DEV_4a39caa470,IP_3307a0359c,IN,Pune,success,,0,0,0
TXN_774e54a72a,CUST_00763,MER_0021,2025-01-01 13:43:35.000000,512.8,INR,upi,DEV_982faa0ab8,IP_a7a81340e1,IN,Hyderabad,success,,0,0,0
