ip_id,country,customer_count,transaction_count
IP_0afc25a3a4,IN,1,14
IP_0b0184300a,IN,1,8
IP_0b080592c8,IN,1,10
IP_0b0a9a4f24,IN,1,10
IP_0b24584e45,IN,1,14
IP_0b29c2e253,IN,1,12
IP_0b2a5a7aae,IN,1,11
IP_0b2a93bd93,IN,1,10
IP_0b2f361858,IN,1,12
IP_0b2f65af48,IN,1,13
IP_0b3840dc08,IN,7,10
IP_0b40d9cad2,IN,1,11
IP_0b4122b069,IN,1,9
IP_0b46a1d93b,IN,1,12
IP_0b4a6fcaa5,IN,1,9
IP_0b544eb8a9,IN,1,11
IP_0b5951efb5,IN,1,10
IP_0b5ac31771,IN,1,16
IP_0b63967935,IN,1,9
IP_0b6a7726a5,IN,1,12
IP_0b75a34d6c,IN,1,15
IP_0b75c5e382,IN,1,11
IP_0b78b2aa4f,IN,1,9
IP_0b79c4f513,IN,1,14
IP_0b89e37e35,IN,1,13
IP_0bafc47c97,IN,1,7
IP_0bb01933f6,IN,1,12
IP_0bb39e65d4,IN,1,13
IP_0bb58487ab,IN,1,13
IP_0bc01f702b,IN,1,16
IP_0bc0b3224b,AE,1,2
IP_0bca1066bd,IN,1,10
IP_0bcdf226d5,IN,1,5
IP_0be70a82f8,IN,1,16
IP_0bf55cbbe8,IN,1,13
IP_0bf5ee77df,IN,1,7
IP_0bf934e3dc,IN,1,12
IP_0bfb3f5fc3,IN,1,15
IP_0c06acc599,IN,1,10
IP_0c0786f6cc,IN,1,11
IP_0c181c11df,IN,1,6
IP_0c19297d8d,IN,1,8
IP_0c1bea7f59,IN,1,15
IP_0c23841a70,IN,1,10
IP_0c30342cb3,IN,1,11
IP_0c31115574,IN,1,10
IP_0c33930f49,IN,1,7
IP_0c3c01face,IN,1,9
IP_0c42c00179,IN,1,15
IP_0c438ab25e,IN,1,12
IP_0c4e43484e,IN,1,12
IP_0c5061a110,SG,1,1
IP_0c507fc969,IN,1,12
IP_0c51e07a8e,IN,1,15
IP_0c568b4f40,IN,1,10
IP_0c5fbf612f,IN,1,9
IP_0c6b3c1179,IN,1,12
IP_0c72ee20f2,IN,1,13
IP_0c80401fde,IN,1,10
IP_0c8170dee4,IN,1,12
IP_0c82b1ed9c,IN,1,8
IP_0c8579e0eb,IN,1,7
IP_0c8998abff,IN,1,14
IP_0c8f1d5ca7,IN,1,9
IP_0c92a6220a,IN,1,9
IP_0c95da256a,IN,1,8
IP_0c9890cc60,IN,1,14
IP_0c98990eb0,IN,1,17
IP_0c9e0324cb,IN,1,15
IP_0ca1e1a141,AE,1,3
IP_0ca61babf2,IN,1,8
IP_0cb625070a,IN,1,10
IP_0cbb27e328,IN,1,16
IP_0cc4ccb4bd,IN,1,11
IP_0cc8067123,IN,1,8
IP_0cd293caf9,IN,1,16
IP_0cd55b1b90,IN,1,6
IP_0cd8868d9c,IN,1,13
IP_0cdcb52f98,IN,1,9
IP_0cdfd0ca22,IN,1,14
IP_0cea855819,IN,1,14
IP_0cf267b208,IN,1,16
IP_0d0bff82b9,IN,1,14
IP_0d10bbc809,IN,1,10
IP_0d1638e9e4,IN,1,8
IP_0d1c1d57d2,IN,1,12
IP_0d22ff0878,IN,1,12
IP_0d24ffd301,IN,1,11
IP_0d2709354a,IN,1,11
IP_0d36b61af2,IN,1,12
IP_0d3db582aa,IN,1,10
IP_0d460d255c,IN,1,13
IP_0d492933d2,IN,1,15
IP_0d5dbcf17d,SG,1,1
IP_0d690a9e93,IN,1,13
IP_0d8264cd0f,IN,1,14
IP_0d87a4ee5f,IN,1,12
IP_0d9b4c9bf0,IN,1,10
IP_0da30dd878,IN,1,10
IP_0db0f14859,IN,1,12
IP_0db33493aa,IN,1,11
IP_0db876f670,IN,1,12
IP_0db948828c,IN,1,6
IP_0dbdce4413,IN,1,9
IP_0dcad1de9d,IN,1,11
IP_0dd1e9aef2,IN,1,9
IP_0dd3f4d54e,IN,1,14
IP_0de0709af3,IN,1,15
IP_0de1afa184,IN,1,11
IP_0df51e1aa1,IN,1,12
IP_0df804df2b,IN,1,14
IP_0dfb39843a,IN,1,8
IP_0dfc00054e,AE,1,1
IP_0e0e6ef7c5,IN,1,21
IP_0e13c4c590,IN,1,11
IP_0e196e754b,IN,1,20
IP_0e29169425,IN,1,8
IP_0e301cfb15,IN,1,11
IP_0e37221161,IN,1,14
IP_0e3c877730,IN,1,6
IP_0e41d319fe,IN,1,7
IP_0e41ed145f,IN,1,9
IP_0e46ad9298,IN,1,11
IP_0e47e9f0d0,IN,1,9
IP_0e5214f42f,SG,1,3
IP_0e5848d188,IN,1,9
IP_0e6931369a,IN,1,15
IP_0e6a03120e,IN,1,16
IP_0e74127b5a,IN,1,11
IP_0e76fd533f,IN,1,11
IP_0e78ed7331,IN,1,5
IP_0e7b663a5a,AE,1,3
IP_0e81bc5784,IN,1,10
IP_0e9df177d5,IN,1,10
IP_0ea9f71bcc,IN,1,7
IP_0eafdd5ff5,IN,1,7
IP_0eba6d79d2,US,1,1
IP_0eba92249b,IN,1,10
IP_0ecb4e23c5,IN,1,8
IP_0ecbc0693f,IN,1,6
IP_0ed035073d,IN,1,2
IP_0ed4fa588e,IN,1,15
IP_0ed9b695ab,IN,1,7
IP_0edd94ab57,IN,1,21
IP_0ee40e0f2b,IN,1,8
IP_0eee936604,IN,1,12
IP_0eeebe23db,IN,1,13
IP_0eeef5ecf9,GB,1,3
IP_0eef72f361,IN,1,12
IP_0ef0bdfd2a,IN,1,10
IP_0ef0f76b31,IN,1,10
IP_0ef791a5f3,IN,1,8
IP_0efe051e7a,IN,1,9
IP_0f1000c0ea,IN,1,8
IP_0f1407607b,IN,4,13
IP_0f14ee69d9,IN,1,10
IP_0f1859f249,IN,1,12
IP_0f191339fd,IN,1,11
IP_0f199b4bea,IN,1,21
IP_0f1c9f489a,IN,1,12
IP_0f1e69eb0c,IN,1,17
IP_0f2642d8a5,IN,1,14
IP_0f327171ce,IN,1,9
IP_0f373f3f41,IN,1,12
IP_0f3c516549,IN,1,9
IP_0f4272665f,IN,1,9
IP_0f47677d19,IN,1,10
IP_0f4f6f90f6,IN,1,10
IP_0f57e7558a,IN,1,13
IP_0f585336a9,IN,1,13
IP_0f59244503,IN,1,16
IP_0f5960f14a,IN,1,10
IP_0f597a2ca1,IN,1,10
IP_0f5a4b4d53,IN,1,6
IP_0f5aa19a74,IN,1,17
IP_0f63bc0d2f,IN,1,13
IP_0f723ae32e,IN,1,5
IP_0f7398baeb,IN,1,8
IP_0f7902c1d0,IN,1,8
IP_0f798488a2,IN,1,8
IP_0f7add8f68,IN,1,12
IP_0f808a3549,IN,1,12
IP_0f86f9bba5,IN,1,13
IP_0f94924275,IN,1,12
IP_0fad3e8083,IN,1,13
IP_0fb0693dd4,IN,1,28
IP_0fb4c7f3f0,IN,1,11
IP_0fb52e9cc6,IN,1,8
IP_0fb740d04a,IN,1,13
IP_0fbc0689fd,IN,1,13
IP_0fbe9dd03d,IN,1,12
IP_0fc102f082,IN,1,13
IP_0fc78bfc83,IN,1,9
IP_0fcc603f15,IN,1,6
IP_0fea538d97,IN,1,12
IP_10005c7006,IN,1,13
IP_10077b0d5a,IN,1,17
IP_100d914f00,IN,1,12
IP_10203331b1,IN,1,8
IP_102cadf579,IN,1,10
IP_1040d2164f,IN,1,11
IP_1069afcc10,IN,1,12
IP_107134783e,IN,1,16
IP_10740190bc,GB,1,3
IP_107a7ec87d,IN,1,11
IP_107cb19e6a,IN,1,10
IP_107d7d0b79,IN,1,15
IP_108b1f1d6a,IN,1,10
IP_1090870571,IN,1,14
IP_10959a98e0,IN,1,13
IP_1096dad5b1,IN,1,6
IP_1096f94b5e,IN,1,15
IP_10a354ef2d,IN,1,7
IP_10a7b6ebfa,IN,1,8
IP_10b7a6c70e,IN,1,14
IP_10bbc20b6d,IN,1,9
IP_10dd69adcd,IN,1,14
IP_10ec5a1cdb,IN,1,16
IP_10ec6d6444,IN,1,16
IP_10ecb3b68e,US,1,1
IP_1100036eaf,IN,1,15
IP_1101ec2967,IN,5,16
IP_111af9db3e,IN,1,10
IP_1126484d9a,IN,1,8
IP_1140a40bb9,IN,1,9
IP_11414ea386,IN,1,14
IP_1141fce5d0,IN,1,16
IP_11498c457c,IN,1,9
IP_114ddfa2d1,IN,1,18
IP_116221ec3c,IN,1,8
IP_118427aa9c,IN,1,8
IP_118757757e,IN,1,11
IP_11887925e8,IN,1,9
IP_118beec512,IN,1,9
IP_118e7625d0,IN,1,14
IP_1191eb9f66,IN,1,12
IP_11ab1b0c45,IN,1,22
IP_11af8aecc5,IN,1,10
IP_11b1182633,IN,1,16
IP_11be68df1b,IN,1,16
IP_11c1c0e0ba,IN,1,12
IP_11ce400452,IN,1,4
IP_11d4700600,IN,1,18
IP_11e9c57824,IN,1,11
IP_11ef3e9fd1,IN,1,8
IP_11fc49407f,IN,1,8
IP_1201f274b1,IN,1,8
IP_1205535b61,IN,1,11
IP_1219f4be12,IN,1,19
IP_121a428ba3,IN,1,7
IP_1224d692cd,IN,1,10
IP_123131fdaa,IN,1,13
IP_1231c738b7,IN,1,14
IP_1243c0f8e9,IN,1,9
IP_124b499c89,IN,1,9
IP_125137500f,IN,1,15
IP_125299ec9a,IN,1,10
IP_1253adf56b,IN,1,24
IP_12563f3b30,IN,1,6
IP_125999db5d,IN,1,10
IP_125b95c5ec,IN,1,12
IP_126459ef75,IN,1,9
IP_1269121cf0,IN,1,17
IP_126a207a87,IN,1,12
IP_1270f858d5,IN,1,16
IP_127a438ad5,IN,1,9
IP_1288cae355,IN,1,9
IP_1291d15347,IN,1,10
IP_12a9c6a46b,IN,1,14
IP_12b08df277,IN,1,13
IP_12c8fa6d1e,IN,1,12
IP_12cfcf8ab6,IN,1,6
IP_12d1ad8d3d,IN,1,10
IP_12daf38685,IN,1,14
IP_12e6371437,IN,1,8
IP_13022f61b7,IN,1,16
IP_1313f7b047,IN,1,11
IP_133a69917f,IN,1,16
IP_134abf1e63,IN,1,17
IP_135776458d,IN,1,16
IP_137ba0d8ce,IN,1,18
IP_1386a3dcb6,IN,1,11
IP_13881cab45,IN,1,18
IP_1389b63c9c,IN,1,17
IP_138b17dd6f,IN,1,16
IP_13a41d2ce0,IN,1,14
IP_13afe4b6ff,IN,1,8
IP_13b6e35aca,IN,1,17
IP_13b8dcbad8,IN,1,13
IP_13bbcfb873,IN,1,15
IP_13bbefa12f,IN,1,18
IP_13cc99bcad,IN,1,10
IP_13cdb1da72,IN,1,10
IP_13d5cc5129,IN,1,13
IP_13df5fe76a,IN,1,15
IP_13e26a8ca2,GB,1,1
IP_13e4c77904,IN,1,14
IP_13e748055f,IN,1,11
IP_14288e1aa0,IN,1,8
IP_1434a01f6d,IN,1,14
IP_1448c8e81d,IN,1,6
IP_144a0a8ca3,IN,1,17
IP_14565814ee,IN,1,8
IP_1456bc5318,IN,1,12
IP_1466107857,US,1,1
IP_1466ca73cb,IN,1,14
IP_146e3cae73,IN,1,7
IP_14755b3b7f,IN,1,10
IP_14760ac706,IN,1,7
IP_147e601c14,IN,1,9
IP_1482a84d64,IN,1,17
IP_148a3ee02f,IN,1,10
IP_148b1e4938,IN,1,13
IP_14996d1887,IN,1,6
IP_14ae870bd4,IN,1,8
IP_14af728b44,SG,1,1
IP_14b3f91cd8,IN,1,15
IP_14b467dbb0,IN,1,14
IP_14bd0c81a5,IN,1,14
IP_14c2263060,IN,1,9
IP_14c71852e4,IN,1,10
IP_14ceec71e4,IN,1,8
IP_14f57ef452,IN,1,8
IP_14fac7d3f9,IN,1,7
IP_14facfb13b,IN,1,15
IP_1508e7f7d9,IN,1,15
IP_150db15ab8,IN,1,14
IP_151350e49e,IN,1,9
IP_15196c4623,IN,1,9
IP_151b6b843c,IN,1,15
IP_152488bb04,IN,1,13
IP_152f4bd2ed,IN,1,11
IP_1530d674b4,IN,1,11
IP_153a13317a,IN,1,11
IP_153e77c4ea,IN,1,8
IP_15412e411d,AE,1,3
IP_1546a0dada,IN,1,10
IP_15569c1e10,IN,1,19
IP_155b85eb6f,IN,1,9
IP_155b966e8d,IN,1,17
IP_15697595f5,IN,1,19
IP_156a7ac3e9,US,1,2
IP_15854af3e9,IN,1,15
IP_1599db879c,IN,1,9
IP_15a3bda9e7,IN,1,11
IP_15af3f3449,IN,1,13
IP_15b06ab229,IN,1,16
IP_15c015db53,IN,1,9
IP_15c904e1f3,IN,1,10
IP_15cd62db26,IN,1,7
IP_15d9a0cb8d,IN,1,16
IP_15de549e7a,IN,1,19
IP_16094b5dcd,IN,1,8
IP_160c0e8f78,IN,1,10
IP_160da9a5a4,IN,1,10
IP_160fcc8573,IN,1,7
IP_1611fb31fc,IN,1,12
IP_1626df202c,IN,1,11
IP_162d791df7,IN,1,17
IP_162ef7b7f3,IN,1,12
IP_163b57c850,IN,1,12
IP_164a0cfb45,IN,1,12
IP_164ce8d538,IN,1,15
IP_164ed3be2c,IN,1,6
IP_165100477d,IN,1,11
IP_1651776e90,IN,1,15
IP_165c375661,IN,1,12
IP_16700a0c21,IN,1,16
IP_167a4419ef,IN,1,10
IP_16919a2b80,IN,1,9
IP_16a2d15a6f,IN,1,8
IP_16a5193021,IN,1,17
IP_16b45dce9f,IN,1,9
IP_16ccae1c3d,IN,1,11
IP_16d883f0da,IN,1,15
IP_16dba42d73,IN,1,11
IP_16e05af803,IN,1,14
IP_16e724bf74,IN,1,14
IP_17062c7c9c,IN,1,11
IP_171480bfdd,IN,1,12
IP_171b0a0d4d,IN,1,7
IP_171b1188a3,IN,1,13
IP_171b583881,IN,1,14
IP_171ef41870,IN,1,15
IP_1720fc8c27,IN,1,8
IP_172ef4863c,IN,1,10
IP_1749bd0fb1,IN,1,8
IP_174b11a691,IN,1,16
IP_174c655671,IN,1,14
IP_174e24486b,IN,1,15
IP_1752d947d2,IN,1,10
IP_175671aaa7,IN,1,12
IP_1758a2664d,IN,1,10
IP_1765fb2c50,IN,1,13
IP_176931e0e1,IN,1,17
IP_176c4e926a,IN,1,16
IP_176f29da9b,IN,1,9
IP_1774f73b69,IN,1,12
IP_178bfbcba3,IN,1,10
IP_178c2050d0,GB,1,2
IP_1793fd773b,IN,1,10
IP_179cd24f6a,IN,1,13
IP_17a470cc38,IN,1,14
IP_17abab125c,IN,1,12
IP_17b85f7ed2,IN,1,12
IP_17c7583ff6,IN,1,12
IP_17cf203fae,IN,1,18
IP_17d18308f6,IN,1,12
IP_17d37c75ea,IN,1,13
IP_17d4ed181d,US,1,2
IP_17d7afe817,IN,1,9
IP_17d97a0b42,IN,1,11
IP_17ddda70f5,IN,1,17
IP_17e8eb6303,IN,1,14
IP_17eb7549c6,IN,1,11
IP_181c70ffe2,IN,1,9
IP_183241da70,IN,1,7
IP_1835bca0e6,IN,1,10
IP_1836f95eea,IN,1,26
IP_18463f8c2e,IN,1,13
IP_1847e355a9,IN,1,7
IP_1849df4091,IN,1,23
IP_185378baeb,IN,1,8
IP_1857db93e2,IN,1,18
IP_18581ad687,IN,1,13
IP_18594065c8,IN,1,13
IP_185ff0b32a,IN,1,14
IP_1868df3873,IN,1,13
IP_186e3fea73,IN,1,10
IP_18752771a3,IN,1,15
IP_187f718ae5,IN,1,12
IP_188201c391,IN,1,16
IP_1892ea937c,IN,1,16
IP_1892f5f90b,IN,1,10
IP_1899ad052c,IN,1,8
IP_189a2b827a,IN,1,10
IP_18a69520a0,IN,1,9
